title,company,location,posted,salary,url,fetched_at
"Software Developer - Scala (W2) (GC, USC)",Cinntra infotech solutions Pvt Ltd,(Garment District area),2025-10-30,Not disclosed,https://www.indeed.com/rc/clk,
Lead Software Engineer - Python & Java,JPMorganChase,,2025-10-30,Not disclosed,https://www.indeed.com/viewjob,
